"Grading","Country","Area","Town","Postcode","Name"
"1-star","Scotland","Dumfries & Galloway","Annan","DG12 6AG","Blue Bell Inn"
"1-star","Scotland","Dumfries & Galloway","Dumfries","DG1 2PY","Ship Inn"
"1-star","Scotland","Dumfries & Galloway","Langholm","DG13 0JH","Buck Hotel"
"1-star","Scotland","Edinburgh & The Lothians","Edinburgh","EH8 7EH","Porters"
"1-star","Scotland","Edinburgh & The Lothians","Edinburgh","EH3 5DQ","Clark's Bar"
"1-star","Scotland","Edinburgh & The Lothians","Edinburgh","EH2 2NH","Robertson's 37 Bar"
"1-star","Scotland","Edinburgh & The Lothians","Edinburgh","EH8 9AA","Captain's Bar"
"1-star","Scotland","Edinburgh & The Lothians","Edinburgh","EH15 3QA","Sheep Heid Inn"
"1-star","Scotland","Loch Lomond, Stirling & The Trossachs","Bo'ness","EH51 0AG","Anchor Tavern"
"1-star","Scotland","Loch Lomond, Stirling & The Trossachs","Falkirk","FK2 7BY","Star"
"1-star","Scotland","Fife","Kirkcaldy","KY1 2SN","Harbour Bar"
"1-star","Scotland","Greater Glasgow & Clyde Valley","Glasgow","G41 2AD","Heraghty's Bar"
"1-star","Scotland","Aberdeen & Grampian","Banchory","AB31 5SR","Douglas Arms Hotel"
"1-star","Scotland","Aberdeen & Grampian","Stonehaven","AB39 2JY","Marine Hotel"
"1-star","Scotland","Highlands & Western Isles","Stornoway","HS1 2XF","Criterion Bar"
"1-star","Scotland","Edinburgh & The Lothians","Broxburn","EH52 5QF","Masonic Arms"
"1-star","Scotland","Edinburgh & The Lothians","Linlithgow","EH49 7EN","Crown Arms"
"1-star","Scotland","Edinburgh & The Lothians","Musselburgh","EH21 7PP","Levenhall Arms"
"1-star","Scotland","Edinburgh & The Lothians","Newtongrange","EH22 4NA","Dean Tavern"
"1-star","Scotland","Edinburgh & The Lothians","Tranent","EH33 1BL","Tower Inn"
"1-star","Scotland","Greater Glasgow & Clyde Valley","Shotts","ML7 4EP","Old Wine Store"
"1-star","Scotland","Ayrshire & Arran","Ayr","KA7 2HT","Market Inn"
"1-star","Scotland","Greater Glasgow & Clyde Valley","Bishopbriggs","G64 2LT","Quin's Bar"
"1-star","Scotland","Greater Glasgow & Clyde Valley","Bothwell","G71 8RD","Camphill Vaults"
"1-star","Scotland","Greater Glasgow & Clyde Valley","Gourock","PA19 1RF","Monteiths"
"1-star","Scotland","Greater Glasgow & Clyde Valley","Greenock","PA15 1LB","Black Cat Bar"
"1-star","Scotland","Greater Glasgow & Clyde Valley","Hamilton","ML3 0QG","Empire Bar"
"1-star","Scotland","Ayrshire & Arran","Kilmarnock","KA1 1DG","Fanny by Gaslight"
"1-star","Scotland","Greater Glasgow & Clyde Valley","Wishaw","ML2 7AU","Imperial Bar"
"1-star","Scotland","Tayside","Arbroath","DD11 1PR","Foundry Bar"
"1-star","Scotland","Tayside","Blairgowrie","PH10 6DT","Stormont Arms"
"1-star","Scotland","Tayside","Brechin","DD9 6BD","Brown Horse / Stables"
"1-star","Scotland","Edinburgh & The Lothians","Mid Calder","EH53 0AA","Black Bull"
"1-star","Scotland","Borders","Peebles","EH45 8JF","Neidpath Inn"
"1-star","Scotland","Borders","Peebles","EH45 8AW","Bridge Inn [Trust]"
"1-star","Scotland","Borders","Hawick","TD9 0AD","Exchange Bar"
"1-star","Scotland","Aberdeen & Grampian","Aberdeen","AB11 6JJ","Bridge Bar"
"1-star","Scotland","Aberdeen & Grampian","Aberdeen","AB24 5AB","Kings Bar"
"1-star","Scotland","Tayside","Brechin","DD9 6EQ","Brechin Arms"
"1-star","Scotland","Argyll & The Isles","Oban","PA34 4HS","Lochavullin"
"1-star","Scotland","Dumfries & Galloway","Dumfries","DG1 1LX","Waverley Bar"
"1-star","Scotland","Tayside","Dundee","DD1 3AP","Pillars"
"1-star","Scotland","Tayside","Dundee","DD1 4BE","Star & Garter"
"1-star","Scotland","Ayrshire & Arran","Millport: Isle of Cumbrae","KA28 0DL","Tavern"
"1-star","Scotland","Edinburgh & The Lothians","Edinburgh","EH1 2NT","Deacon Brodies Tavern"
"1-star","Scotland","Edinburgh & The Lothians","Edinburgh","EH2 4RT","Grosvenor"
"1-star","Scotland","Edinburgh & The Lothians","Edinburgh","EH2 2AA","Guildford Arms"
"1-star","Scotland","Edinburgh & The Lothians","Edinburgh","EH6 6PR","Henry Hall's Carriers Quarters"
"1-star","Scotland","Edinburgh & The Lothians","Edinburgh","EH6 6HP","Swanny's"
"1-star","Scotland","Greater Glasgow & Clyde Valley","Glasgow","G2 4JP","Griffin"
"1-star","Scotland","Greater Glasgow & Clyde Valley","Glasgow","G51 1LB","Viceroy"
"1-star","Scotland","Borders","Galashiels","TD1 1DL","Glue Pot"
"1-star","Scotland","Edinburgh & The Lothians","Edinburgh","EH6 7JT","Finch"
"1-star","Scotland","Edinburgh & The Lothians","Edinburgh","EH1 1TA","Waverley"
"1-star","England","East Sussex","Brighton","BN1 1AH","Victory Inn"
"1-star","England","East Sussex","Brighton","BN1 1HH","Pump House"
"1-star","England","East Sussex","Brighton","BN1 4AP","Brighton Tavern"
"1-star","England","East Sussex","Brighton","BN1 8RA","Ladies Mile"
"1-star","England","East Sussex","Falmer","BN1 9PD","Swan Inn"
"1-star","England","West Sussex","Lancing","BN15 9NQ","Crabtree Inn"
"1-star","England","East Sussex","Brighton","BN2 1TJ","Marine Tavern"
"1-star","England","East Sussex","Brighton","BN2 9ZA","Islingword Inn"
"1-star","England","East Sussex","Eastbourne","BN21 1HG","Prince Albert"
"1-star","England","East Sussex","Eastbourne","BN21 1HH","Lamb Inn"
"1-star","England","East Sussex","Eastbourne","BN22 7BU","Victoria Hotel"
"1-star","England","East Sussex","Litlington","BN26 5RE","Plough & Harrow"
"1-star","England","West Sussex","Southwick","BN42 4NG","Romans"
"1-star","England","West Sussex","Steyning","BN44 3RE","Chequer Inn"
"1-star","England","West Sussex","Steyning","BN44 3YB","Norfolk Arms"
"1-star","England","West Sussex","Keymer","BN6 8QT","Greyhound Inn"
"1-star","England","East Sussex","Plumpton Green","BN7 3DF","Plough Inn"
"1-star","England","East Sussex","Newhaven","BN9 9QL","Prince of Wales"
"1-star","England","Kent","Ramsgate","CT11 8LP","Queens Head"
"1-star","England","Kent","Herne Bay","CT6 5DS","Prince of Wales"
"1-star","England","Kent","Margate","CT9 1HT","Rose In June"
"1-star","England","Kent","Dartford","DA1 1LP","Malt Shovel"
"1-star","England","Surrey","Churt","GU10 2JS","Crossways Inn"
"1-star","England","West Sussex","Elsted","GU29 0JY","Three Horseshoes"
"1-star","England","Surrey","Chiddingfold","GU8 4TX","Crown Inn"
"1-star","England","Surrey","Claygate","KT10 0JY","Winning Horse"
"1-star","England","Kent","Upper Upnor","ME2 4XG","King's Arms"
"1-star","England","Kent","Upper Upnor","ME2 4XG","Tudor Rose"
"1-star","England","Oxfordshire","Oxford","OX1 3SP","King's Arms"
"1-star","England","Oxfordshire","Abingdon","OX14 3HG","Punchbowl"
"1-star","England","Oxfordshire","Banbury","OX16 5NA","Olde Reine Deer Inn"
"1-star","England","Oxfordshire","Christmas Common","OX49 5HL","Fox & Hounds"
"1-star","England","West Sussex","Itchenor","PO20 7AH","Ship"
"1-star","England","West Sussex","Barnham","PO22 0AS","Murrell Arms"
"1-star","England","West Sussex","Felpham","PO22 7EH","Fox Inn"
"1-star","England","Isle of Wight","Ventnor","PO38 1ES","Volunteer"
"1-star","England","Hampshire","Portsmouth","PO4 9HT","Eastfield"
"1-star","England","Hampshire","Portsmouth","PO5 2SL","Fifth Hants Volunteer Arms"
"1-star","England","Berkshire","Reading","RG1 4EH","Retreat"
"1-star","England","Hampshire","Hartley Wintney","RG27 8NY","Waggon & Horses"
"1-star","England","Berkshire","Wokingham","RG40 1BP","Queen's Head"
"1-star","England","Surrey","Bletchingley","RH1 4QF","William IV"
"1-star","England","West Sussex","Crawley","RH10 1BQ","White Hart"
"1-star","England","West Sussex","Coolham","RH13 8QJ","Selsey Arms"
"1-star","England","East Sussex","Danehill","RH17 7JF","Coach & Horses"
"1-star","England","Surrey","Betchworth","RH3 7DW","Dolphin"
"1-star","England","Buckinghamshire","Hedgerley","SL2 3UY","White Horse"
"1-star","England","Oxfordshire","Coleshill","SN6 7PR","Radnor Arms"
"1-star","England","Hampshire","Winchester","SO23 9EX","Eclipse Inn"
"1-star","England","East Sussex","Fletching","TN22 3SS","Griffin Inn"
"1-star","England","East Sussex","Blackboys","TN22 5LG","Blackboys Inn"
"1-star","England","Kent","Biddenden","TN27 8LW","Three Chimneys"
"1-star","England","Kent","Groombridge","TN3 9QH","Crown Inn"
"1-star","England","East Sussex","Rye","TN31 7DH","Pipemakers Arms"
"1-star","England","East Sussex","Rye","TN31 7EN","Old Bell Inn"
"1-star","England","East Sussex","Rye","TN31 7EY","Mermaid Inn"
"1-star","England","East Sussex","Hastings","TN34 3BE","Cinque Ports Arms"
"1-star","England","East Sussex","Bexhill on Sea","TN39 5AB","New Inn"
"1-star","England","East Sussex","Colemans Hatch","TN7 4EJ","Hatch Inn"
"1-star","England","Kent","Chiddingstone","TN8 7AH","Castle Inn"
"1-star","England","Kent","St Nicholas-at-Wade","CT7 0NT","Bell Inn"
"1-star","England","Kent","Pluckley","TN27 0RR","Dering Arms"
"1-star","England","Kent","Smeeth","TN25 6RX","Woolpack Inn"
"1-star","England","East Sussex","Udimore","TN31 6BG","King's Head"
"1-star","England","Hampshire","Portsmouth","PO5 3DE","Barley Mow"
"1-star","England","Hampshire","Bighton","SO24 9RE","Three Horseshoes"
"1-star","England","East Sussex","St. Leonards on Sea","TN38 0AA","Bo Peep"
"1-star","England","East Sussex","Eastbourne","BN21 4XF","Dolphin"
"1-star","England","East Sussex","Rottingdean","BN2 7HD","Plough Inn"
"1-star","England","Kent","Maidstone","ME14 1EU","Rifle Volunteers"
"1-star","England","East Sussex","Portslade","BN41 2RB","Mile Oak Inn"
"1-star","England","Kent","Brompton","ME7 5AS","Cannon"
"1-star","England","Kent","Canterbury","CT2 8BS","Unicorn"
"1-star","England","Kent","Rochester","ME1 1HS","Nags Head"
"1-star","England","Surrey","Mugswell","CR5 3SQ","Well House Inn"
"1-star","England","Channel Islands - Jersey","St Helier","JE2 4SL","Prince of Wales Tavern"
"1-star","England","Cornwall","Boscastle","PL35 0BD","Napoleon Inn"
"1-star","England","Cornwall","Philleigh","TR2 5NB","Roseland Inn"
"1-star","England","Cornwall","Port Isaac","PL29 3RB","Golden Lion"
"1-star","England","Cornwall","St Agnes","TR5 0TJ","Railway Inn"
"1-star","England","Cornwall","Stratton","EX23 9DA","Tree Inn"
"1-star","England","Cornwall","Tregadillett","PL15 7EU","Eliot Arms"
"1-star","England","Devon","Berrynarbor","EX34 9SG","Olde Globe Inn"
"1-star","England","Devon","Chagford","TQ13 8AJ","Globe Inn"
"1-star","England","Devon","Horsebridge","PL19 8PJ","Royal Inn"
"1-star","England","Devon","Iddesleigh","EX19 8BG","Duke of York"
"1-star","England","Devon","Ilfracombe","EX34 9PG","Thatched Inn"
"1-star","England","Devon","Lydford","EX20 4BH","Castle Inn"
"1-star","England","Devon","Newton Abbot","TQ12 2LD","Olde Cider Bar"
"1-star","England","Devon","Paignton","TQ4 5NG","Devonport Arms"
"1-star","England","Devon","Ringmore","TQ7 4HL","Journey's End Inn"
"1-star","England","Devon","Stoke Gabriel","TQ9 6SD","Church House Inn"
"1-star","England","Devon","Teignmouth","TQ14 8EG","Teign Brewery Inn"
"1-star","England","Dorset","Bridport","DT6 3NQ","George Hotel"
"1-star","England","Dorset","Langton Matravers","BH19 3HA","King's Arms"
"1-star","England","Dorset","Portland","DT5 2AP","George Inn"
"1-star","England","Dorset","Sherborne","DT9 3NS","Digby Tap"
"1-star","England","Dorset","Weymouth","DT4 8JH","Boot Inn"
"1-star","England","Gloucestershire & Bristol","Ford","GL54 5RU","Plough Inn"
"1-star","England","Gloucestershire & Bristol","May Hill","GL17 0NN","Glasshouse Inn"
"1-star","England","Gloucestershire & Bristol","Newland","GL16 8NP","Ostrich"
"1-star","England","Gloucestershire & Bristol","Tewkesbury","GL20 5PA","Berkeley Arms"
"1-star","England","Gloucestershire & Bristol","Tewkesbury","GL20 5BJ","Olde Black Bear"
"1-star","England","Gloucestershire & Bristol","Winterbourne","BS36 1PT","Masons Arms"
"1-star","England","Somerset","Appley","TA21 0HJ","Globe Inn"
"1-star","England","Somerset","Bath","BA1 1NG","Ale House"
"1-star","England","Somerset","Clapton-In-Gordano","BS20 7RH","Black Horse"
"1-star","England","Somerset","Kelston","BA1 9AQ","Old Crown"
"1-star","England","Somerset","Keynsham","BS31 1ER","Ship Inn"
"1-star","England","Somerset","Nailsea","BS48 4DE","Blue Flame Inn"
"1-star","England","Somerset","Porlock","TA24 8QD","Ship Inn"
"1-star","England","Wiltshire","Broughton Gifford","SN12 8LX","Bell on the Common"
"1-star","England","Wiltshire","Devizes","SN10 1BT","Lamb"
"1-star","England","Wiltshire","Salisbury","SP1 2AS","Rai d'Or"
"1-star","England","Somerset","Emborough","BA3 4SA","Old Down Inn"
"1-star","England","Wiltshire","Bradford-on-Avon","BA15 1RT","Dog & Fox"
"1-star","England","Cornwall","Tywardreath","PL24 2QP","New Inn"
"1-star","England","Cornwall","Portscatho","TR2 5HW","Plume of Feathers"
"1-star","England","Cornwall","St Teath","PL30 3JX","White Hart Inn"
"1-star","England","Dorset","Powerstock","DT6 3TF","Three Horseshoes"
"1-star","England","Gloucestershire & Bristol","Bristol","BS3 1RF","Avon Packet"
"1-star","Wales","Glamorgan","Barry","CF63 1BD","Witchill Hotel"
"1-star","Wales","Glamorgan","Barry","CF63 3NQ","Castle Hotel"
"1-star","England","Cumbria","Carlisle","CA1 1QS","Cumberland Inn"
"1-star","England","Gloucestershire & Bristol","Bristol","BS2 0DF","Palace"
"1-star","England","Gloucestershire & Bristol","Purton","GL13 9HU","Berkeley Arms"
"1-star","England","Greater London North","Tottenham","N17 9BQ","Beehive"
"1-star","England","Shropshire","Edgerley","SY10 8ES","Royal Hill Inn"
"1-star","England","Shropshire","Selattyn","SY10 7DH","Docks"
"1-star","England","Warwickshire","Five Ways","CV35 7JD","Case is Altered"
"1-star","England","West Midlands","Birmingham","B5 6LE","Market Tavern"
"1-star","Scotland","Borders","Oxton","TD2 6PN","Tower Hotel"
"1-star","Scotland","Borders","Tweedsmuir","ML12 6QN","Crook Inn"
"1-star","Scotland","Greater Glasgow & Clyde Valley","Larkhall","ML9 1AQ","Village Tavern"
"1-star","England","Warwickshire","Leamington Spa","CV32 5PZ","White Horse"
"1-star","England","East Yorkshire","Beverley","HU17 8JG","Tiger Inn"
"1-star","England","Greater Manchester","Oldham","OL9 7BN","Royal Oak"
"1-star","England","West Yorkshire","Wakefield","WF2 8TS","Redoubt"
"1-star","England","Buckinghamshire","Hambleden","RG9 6RP","Stag & Huntsman"
"1-star","England","East Sussex","Eastbourne","BN22 7QX","King's Arms"
"1-star","England","County Durham","Durham","DH1 3HN","Dun Cow"
"1-star","England","Herefordshire","Craswall","HR2 0PN","Bull's Head"
"1-star","England","North Yorkshire","Settle","BD24 9ED","Royal Oak"
"1-star","England","Gloucestershire & Bristol","Staunton","GL19 3RF","Prince of Wales"
"1-star","England","Cheshire","Orford","WA2 7RX","Orford Hotel"
"1-star","England","Cambridgeshire","Little Gransden","SG19 3DW","Chequers"
"1-star","England","Essex","Pleshey","CM3 1HG","Leather Bottle"
"1-star","England","Essex","South Weald","CM14 5QJ","Tower Arms"
"1-star","England","Hertfordshire","Bushey","WD23 3EE","Swan"
"1-star","England","Hertfordshire","Hertford","SG14 1HH","White Horse"
"1-star","England","Norfolk","Blickling","NR11 6NF","Bucks Arms"
"1-star","England","Norfolk","Burnham Thorpe","PE31 8HL","Lord Nelson"
"1-star","England","Norfolk","Downham Market","PE38 9DH","Crown Hotel"
"1-star","England","Norfolk","Heydon","NR11 6AD","Earle Arms"
"1-star","England","Norfolk","Norwich","NR3 1RZ","Adam & Eve"
"1-star","England","Norfolk","Norwich","NR1 3EN","Berstrete Gates"
"1-star","England","Norfolk","Snettisham","PE31 7LX","Rose & Crown"
"1-star","England","Suffolk","Ipswich","IP4 2SH","Woolpack"
"1-star","England","Suffolk","Orford","IP12 2NU","Jolly Sailor"
"1-star","England","Suffolk","Rumburgh","IP19 0NT","Buck"
"1-star","England","Suffolk","Southwold","IP18 6DP","Crown"
"1-star","England","Suffolk","Walberswick","IP18 6TN","Bell Inn"
"1-star","England","Cambridgeshire","Eaton Socon","PE19 8EL","White Horse"
"1-star","England","Essex","Goldhanger","CM9 8AS","Chequers"
"1-star","England","Essex","Tolleshunt D'Arcy","CM9 8TF","Queen's Head"
"1-star","England","Hertfordshire","Buntingford","SG9 9AB","Crown"
"1-star","England","Hertfordshire","Ley Green","SG4 8LA","Plough"
"1-star","England","Norfolk","Alpington","NR14 7NL","Wheel of Fortune"
"1-star","England","Norfolk","Blakeney","NR25 7NQ","Kings Arms"
"1-star","England","Norfolk","Great Yarmouth","NR30 1DB","Coach & Horses"
"1-star","England","Norfolk","Larling","NR16 2QU","Angel"
"1-star","England","Norfolk","Norwich","NR3 1DD","Golden Star"
"1-star","England","Norfolk","Norwich","NR3 1LB","Maids Head Hotel"
"1-star","England","Norfolk","Norwich","NR3 4BA","Whalebone"
"1-star","England","Suffolk","Flempton","IP28 6EL","Greyhound"
"1-star","England","Suffolk","Ipswich","IP3 9NF","Golden Hind"
"1-star","England","Bedfordshire","Houghton Regis","LU5 5LB","Crown"
"1-star","England","Bedfordshire","Totternhoe","LU6 2DA","Cross Keys"
"1-star","England","Bedfordshire","Totternhoe","LU6 1RE","Old Farm Inn"
"1-star","England","Suffolk","Bungay","NR35 1EF","Green Dragon"
"1-star","England","Suffolk","Long Melford","CO10 9JG","Bull"
"1-star","England","Essex","Rochford","SS4 1AB","Rose & Crown"
"1-star","England","Norfolk","Gorleston","NR31 6LR","Kevill Arms"
"1-star","England","Norfolk","Cromer","NR27 9HD","Red Lion Hotel"
"1-star","England","Norfolk","North Wootton","PE30 3RE","House on the Green"
"1-star","England","Norfolk","South Wootton","PE30 3NG","Swan Inn"
"1-star","England","Norfolk","Thorpe St. Andrew","NR7 0DR","Gordon"
"1-star","England","Norfolk","Great Yarmouth","NR30 4BW","Avenue"
"1-star","England","Hertfordshire","Ware","SG12 9EX","Albion"
"1-star","England","Hertfordshire","Hatfield","AL9 5AT","Horse & Groom"
"1-star","England","Essex","Harlow","CM20 2NB","White Admiral"
"1-star","England","Suffolk","Shotley","IP9 1NL","Rose"
"1-star","England","Greater London South West","Kingston","KT1 3BB","Duke of Buckingham"
"1-star","England","Greater London East","London","E1 6LY","Ten Bells"
"1-star","England","Greater London East","Isle of Dogs","E14 3ND","George"
"1-star","England","Greater London East","Clapton","E5 0LF","Elderfield"
"1-star","England","Greater London Central","London","EC2A 4RD","Griffin"
"1-star","England","Greater London Central","London","EC3V 1LR","Lamb Tavern"
"1-star","England","Greater London North","Enfield","EN2 6SE","Old Wheatsheaf"
"1-star","England","Greater London North","Stoke Newington","N16 8NN","Army & Navy"
"1-star","England","Greater London North West","Hampstead","NW3 2SB","Magdala"
"1-star","England","Greater London North West","Kentish Town","NW5 2TG","Assembly House"
"1-star","England","Greater London North West","Kentish Town","NW5 2TJ","Bull & Gate"
"1-star","England","Greater London North West","Kentish Town","NW5 4HX","Lord Southampton"
"1-star","England","Greater London North West","Mill Hill","NW7 4EY","Rising Sun"
"1-star","England","Greater London South East","Plumstead","SE18 2UL","Star"
"1-star","England","Greater London South West","Balham","SW12 9AN","Devonshire"
"1-star","England","Greater London South West","East Sheen","SW14 8AH","Hare & Hounds"
"1-star","England","Greater London South West","London","SW1V 4LD","White Ferry House"
"1-star","England","Greater London South West","Fulham","SW6 1RX","Atlas"
"1-star","England","Greater London West","West Ealing","W13 8DL","Duke Of Kent"
"1-star","England","Greater London Central","London","W1G 6PD","Inn 1888"
"1-star","England","Greater London West","Chiswick","W4 5TF","Old Pack Horse"
"1-star","England","Greater London West","South Ealing","W5 4RL","Ealing Park Tavern"
"1-star","England","Greater London West","Maida Vale","W9 2AF","Squirrel"
"1-star","England","Greater London West","Maida Vale","W9 2PX","Warwick Castle"
"1-star","England","Greater London Central","London","WC1B 3BA","Museum Tavern"
"1-star","England","Greater London Central","London","WC1N 3LZ","Lamb"
"1-star","England","Greater London East","Romford","RM1 2HD","Wheatsheaf"
"1-star","England","Greater London Central","London","WC1X 9NB","Queen's Head"
"1-star","England","Greater London Central","London","W1D 7NE","St. James Tavern"
"1-star","England","Greater London Central","London","EC1M 6AA","Fox & Anchor"
"1-star","England","Greater London Central","London","EC1M 6BH","Hope"
"1-star","England","Greater London East","Stratford","E15 4BQ","King Edward VII"
"1-star","England","Greater London North","Crouch End","N8 8DH","Railway Tavern"
"1-star","England","Greater London North West","Hampstead","NW3 7JJ","Spaniards Inn"
"1-star","England","Greater London South East","London","SE1 2TF","Shipwrights Arms"
"1-star","England","Greater London Central","London","W1J 5LD","Coach & Horses"
"1-star","England","Greater London West","Hanwell","W7 2PJ","Fox"
"1-star","England","Greater London North","Highgate","N6 4AA","Wrestlers"
"1-star","England","Greater London North West","Kentish Town","NW5 1AG","Junction Tavern"
"1-star","England","Greater London North West","London","NW1 0TH","Golden Lion"
"1-star","England","Greater London Central","London","W1G 7EQ","Jackalope"
"1-star","England","Greater London Central","London","W1B 5QH","Clachan"
"1-star","England","Greater London South West","London","SW1X 8HT","Star Tavern"
"1-star","England","Greater London Central","London","W1U 1LP","Duchess"
"1-star","England","Greater London North West","Pinner","HA5 5PJ","Queen's Head"
"1-star","England","Greater London South East","Chelsfield","BR6 7RE","Five Bells"
"1-star","England","Greater London South West","Richmond","TW9 1YJ","Red Cow"
"1-star","England","Greater London South West","London","SW1Y 6PP","Red Lion"
"1-star","England","Greater London South West","Battersea","SW8 4AG","Flanagan's of Battersea"
"1-star","England","Greater London South West","Tooting","SW17 9NG","Antelope"
"1-star","England","Greater London Central","London","W1U 2NY","Golden Eagle"
"1-star","England","Greater London North","London","N1 7TA","Wenlock Arms"
"1-star","England","Greater London North West","London","NW1 2AL","Rocket"
"1-star","England","Greater London Central","London","WC1X 9AA","Union Tavern"
"1-star","England","Greater London East","Leytonstone","E11 3AR","North Star"
"1-star","Wales","Glamorgan","Cardiff","CF10 1BG","Old Arcade"
"1-star","Wales","Glamorgan","East Aberthaw","CF62 3DD","Blue Anchor"
"1-star","Wales","Glamorgan","Hendreforgan","CF39 8YL","Griffin Inn"
"1-star","Wales","Glamorgan","Kenfig","CF33 4PR","Prince of Wales"
"1-star","Wales","Glamorgan","Llanwonno","CF37 3PH","Brynffynon Hotel"
"1-star","Wales","Glamorgan","Monknash","CF71 7QQ","Plough & Harrow"
"1-star","Wales","Glamorgan","Penderyn","CF44 9JX","Lamb Hotel"
"1-star","Wales","Glamorgan","Pontardawe","SA8 4JN","Ivy Bush Hotel"
"1-star","Wales","Glamorgan","Pontypridd","CF37 4PE","Llanover Arms"
"1-star","Wales","Glamorgan","Swansea","SA1 1EG","No Sign Bar"
"1-star","Wales","Glamorgan","Upper Killay","SA2 7DS","Railway Inn"
"1-star","Wales","Glamorgan","Ystalyfera","SA9 2LX","Wern Fawr"
"1-star","Wales","Gwent","Abergavenny","NP7 5EG","Hen & Chickens"
"1-star","Wales","Gwent","Abergavenny","NP7 5UH","Station Hotel"
"1-star","Wales","Gwent","Abersychan","NP4 8PP","Rising Sun"
"1-star","Wales","Gwent","Abersychan","NP4 7BQ","White Hart Inn"
"1-star","Wales","Gwent","Monmouth","NP25 3DR","Old Nags Head"
"1-star","Wales","Gwent","Monmouth","NP25 3GA","Royal Oak Inn"
"1-star","Wales","Gwent","Shirenewton","NP16 6BU","Carpenters Arms"
"1-star","Wales","Gwent","Usk","NP15 1AT","Royal Hotel"
"1-star","Wales","Mid Wales","Llanfyllin","SY22 5AQ","Cain Valley Hotel"
"1-star","Wales","Mid Wales","Llangurig","SY18 6SG","Bluebell Inn"
"1-star","Wales","Mid Wales","Llanidloes","SY18 6AB","Mount Inn"
"1-star","Wales","Mid Wales","Llanwrtyd Wells","LD5 4RB","Neuadd Arms Hotel"
"1-star","Wales","Mid Wales","Talybont-on-Usk","LD3 7YX","Star Inn"
"1-star","Wales","North-East Wales","Brymbo","LL11 5DA","George & Dragon"
"1-star","Wales","North-East Wales","Corwen","LL21 0AH","Crown Hotel"
"1-star","Wales","North-East Wales","Cyffyliog","LL15 2DN","Red Lion Hotel"
"1-star","Wales","North-East Wales","Gresford","LL12 8RG","Griffin Inn"
"1-star","Wales","North-East Wales","Rhewl","LL20 7YT","Sun Inn"
"1-star","Wales","North-West Wales","Beaumaris","LL58 8AP","Bull"
"1-star","Wales","North-West Wales","Caernarfon","LL55 1RW","Black Boy Inn"
"1-star","Wales","North-West Wales","Cemaes Bay","LL67 0HH","Olde Vigour Hotel"
"1-star","Wales","North-West Wales","Dinas Mawddwy","SY20 9JA","Red Lion"
"1-star","Wales","North-West Wales","Llanbedr-y-Cennin","LL32 8JB","Olde Bull Inn"
"1-star","Wales","North-West Wales","Llanfihangel Glyn Myfyr","LL21 9UL","Crown Inn"
"1-star","Wales","West Wales","Angle","SA71 5AS","Old Point House"
"1-star","Wales","West Wales","Carmarthen","SA31 1TN","Plume of Feathers Inn"
"1-star","Wales","West Wales","Carmarthen","SA31 1JR","Queen's Hotel"
"1-star","Wales","West Wales","Llanddewi Brefi","SY25 6RS","New Inn"
"1-star","Wales","West Wales","Llanelli","SA15 1EZ","Halfway Hotel"
"1-star","Wales","West Wales","Pembroke Dock","SA72 6AX","Charlton Hotel"
"1-star","Wales","West Wales","Trapp","SA19 6TP","Cennen Arms"
"1-star","Wales","West Wales","Tregaron","SY25 6JL","Talbot"
"1-star","Wales","Glamorgan","Cymmer","SA13 3HY","Refreshment Rooms"
"1-star","England","Herefordshire","Hereford","HR4 9EZ","Oxford Arms"
"1-star","England","Herefordshire","Leominster","HR6 8AE","Chequers"
"1-star","England","Herefordshire","Leominster","HR6 8BS","Grape Vaults"
"1-star","England","Herefordshire","Norton Canon","HR4 7BH","Three Horseshoes"
"1-star","England","Herefordshire","Peterchurch","HR2 0SJ","Nags Head"
"1-star","England","Shropshire","Pentreheyling","SY15 6SP","Blue Bell"
"1-star","England","Staffordshire","Elford","B79 9DB","Crown Inn"
"1-star","England","Staffordshire","Leek","ST13 5HJ","Town Crier"
"1-star","England","Staffordshire","Stoke-on-Trent","ST1 2JS","Golden Cup Inn"
"1-star","England","Staffordshire","Stoke-on-Trent","ST4 7NH","Jolly Potters"
"1-star","England","Staffordshire","Stoke-on-Trent","ST4 1NL","Staff of Life"
"1-star","England","Warwickshire","Alcester","B49 5QX","Holly Bush Inn"
"1-star","England","Warwickshire","Corley Moor","CV7 8AQ","Bull & Butcher"
"1-star","England","Warwickshire","Leamington Spa","CV32 4SX","Somerville Arms"
"1-star","England","Warwickshire","Rugby","CV21 3ST","Victoria Inn"
"1-star","England","West Midlands","Bloxwich","WS3 2JN","Bell"
"1-star","England","West Midlands","Birmingham","B12 0NH","Spotted Dog"
"1-star","England","West Midlands","Birmingham","B23 6UT","New Inns"
"1-star","England","West Midlands","Birmingham","B21 9QY","Farcroft Hotel"
"1-star","England","West Midlands","Birmingham","B17 0BB","Bell"
"1-star","England","West Midlands","Birmingham","B13 8HW","Fighting Cocks"
"1-star","England","West Midlands","Birmingham","B13 8EE","Prince of Wales"
"1-star","England","West Midlands","Stourbridge","DY8 1TS","Mitre"
"1-star","England","West Midlands","Walsall","WS2 8QH","Rose & Crown"
"1-star","England","West Midlands","Wednesbury","WS10 9ED","Old Blue Ball"
"1-star","England","West Midlands","Wednesbury","WS10 9DW","Olde Leathern Bottel"
