name,country,county,lat,lng,total_routes,rocktype,already_on_map,url
Treig Slab,Scotland,Lochaber,56.8483,-4.7123,4,Schist,,https://www.ukclimbing.com/logbook/crags/treig_slab-29393
Caerketton Hill,Scotland,Midlothian,55.88287,-3.2213,9,Rhyolite,,https://www.ukclimbing.com/logbook/crags/caerketton_hill-11149
Cummingston,Scotland,Moray,57.7042,-3.4581,332,Sandstone (soft),,https://www.ukclimbing.com/logbook/crags/cummingston-1196
Garbh Uisge Crag,Scotland,Moray,57.09299,-3.65536,10,Granite,,https://www.ukclimbing.com/logbook/crags/garbh_uisge_crag-11499
Stag Rocks,Scotland,Moray,57.1008,-3.6442,90,Granite,yes,https://www.ukclimbing.com/logbook/crags/stag_rocks-2336
Meall nan Tarmachan - Meall Garbh,Scotland,Perthshire,56.5155,-4.31201,31,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/meall_nan_tarmachan_-_meall_garbh-14715
A' Mhaighdean,Scotland,Ross & Cromarty,57.7196,-5.3469,14,Gneiss,,https://www.ukclimbing.com/logbook/crags/a_mhaighdean-9167
An Groban,Scotland,Ross & Cromarty,57.7144,-5.6331,6,Gneiss,yes,https://www.ukclimbing.com/logbook/crags/an_groban-11261
An Teallach - Bidein a' Ghlas Thuill,Scotland,Ross & Cromarty,57.80719,-5.25183,106,Sandstone (hard),yes,https://www.ukclimbing.com/logbook/crags/an_teallach_-_bidein_a_ghlas_thuill-13056
Beinn Alligin - Sgurr Mor,Scotland,Ross & Cromarty,57.5912,-5.57307,41,Sandstone (hard),,https://www.ukclimbing.com/logbook/crags/beinn_alligin_-_sgurr_mor-13023
Beinn Eighe - Spidean Coire nan Clach,Scotland,Ross & Cromarty,57.58219,-5.40369,2,Quartzite,,https://www.ukclimbing.com/logbook/crags/beinn_eighe_-_spidean_coire_nan_clach-13022
Ben Mor Coigach,Scotland,Ross & Cromarty,57.9861,-5.2256,5,Sandstone (hard),,https://www.ukclimbing.com/logbook/crags/ben_mor_coigach-13202
Carnan Ban,Scotland,Ross & Cromarty,57.7308,-5.3592,10,Gneiss,,https://www.ukclimbing.com/logbook/crags/carnan_ban-11287
Cona' Mheall,Scotland,Ross & Cromarty,57.7911,-4.9036,5,Psammite,,https://www.ukclimbing.com/logbook/crags/cona_mheall-13091
Meall Mheinnidh,Scotland,Ross & Cromarty,57.71657,-5.43526,3,Schist,,https://www.ukclimbing.com/logbook/crags/meall_mheinnidh-11280
Mullach Coire Mhic Fhearchair - Sgurr Dubh,Scotland,Ross & Cromarty,57.7041,-5.2554,2,Gneiss,,https://www.ukclimbing.com/logbook/crags/mullach_coire_mhic_fhearchair_-_sgurr_dubh-14910
Older Schoolhouse,Scotland,Ross & Cromarty,57.90418,-5.56008,4,Sandstone (hard),,https://www.ukclimbing.com/logbook/crags/older_schoolhouse-17634
Quinag,Scotland,Ross & Cromarty,58.20576,-5.06149,91,Sandstone (hard),,https://www.ukclimbing.com/logbook/crags/quinag-416
Seana Bhraigh,Scotland,Ross & Cromarty,57.84725,-4.89675,31,Gneiss,,https://www.ukclimbing.com/logbook/crags/seana_bhraigh-417
Sgurr Ban,Scotland,Ross & Cromarty,57.71872,-5.26627,3,Quartzite,,https://www.ukclimbing.com/logbook/crags/sgurr_ban-3157
Sgurr Breac,Scotland,Ross & Cromarty,57.69214,-5.09157,8,Schist,,https://www.ukclimbing.com/logbook/crags/sgurr_breac-13080
Slioch,Scotland,Ross & Cromarty,57.6671,-5.3471,10,Sandstone (hard),,https://www.ukclimbing.com/logbook/crags/slioch-13059
Stac Pollaidh,Scotland,Ross & Cromarty,58.0441,-5.2083,97,Sandstone (hard),yes,https://www.ukclimbing.com/logbook/crags/stac_pollaidh-299
Suilven,Scotland,Ross & Cromarty,58.11562,-5.13687,13,Sandstone (hard),,https://www.ukclimbing.com/logbook/crags/suilven-2133
Ben Vorlich,Scotland,Stirlingshire,56.3425,-4.2196,12,Schist,,https://www.ukclimbing.com/logbook/crags/ben_vorlich_stirlingshire-12515
Dumyat,Scotland,Stirlingshire,56.15735,-3.87613,17,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/dumyat-13581
Stuc a' Chroin,Scotland,Stirlingshire,56.3293,-4.23788,9,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/stuc_a_chroin-12516
Ben Hope,Scotland,Sutherland,58.4131,-4.6081,28,Psammite,,https://www.ukclimbing.com/logbook/crags/ben_hope-11018
Ben Loyal,Scotland,Sutherland,58.40498,-4.43547,25,Granite,,https://www.ukclimbing.com/logbook/crags/ben_loyal-11022
Ben More Assynt,Scotland,Sutherland,58.1382,-4.8586,5,Gneiss,,https://www.ukclimbing.com/logbook/crags/ben_more_assynt-13185
Ben Stack,Scotland,Sutherland,58.3342,-4.9567,10,Gneiss,,https://www.ukclimbing.com/logbook/crags/ben_stack-11027
Conival,Scotland,Sutherland,58.13594,-4.8837,4,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/conival-14111
Cranstackie,Scotland,Sutherland,58.4573,-4.8287,8,Gneiss,,https://www.ukclimbing.com/logbook/crags/cranstackie-11024
Cul Mor,Scotland,Sutherland,58.05806,-5.11667,18,Sandstone (hard),,https://www.ukclimbing.com/logbook/crags/cul_mor-11185
Foinaven - Ganu Mor,Scotland,Sutherland,58.412,-4.8856,123,Quartzite,yes,https://www.ukclimbing.com/logbook/crags/foinaven_-_ganu_mor-304
Afon Hendre,Wales,Clwyd,53.1277,-3.886,1,Volcanic tuff,,https://www.ukclimbing.com/logbook/crags/afon_hendre-25000
Carnedd Llewelyn,Wales,Conwy,53.16018,-3.97039,5,UNKNOWN,yes,https://www.ukclimbing.com/logbook/crags/carnedd_llewelyn-13727
Cwm Penmachno,Wales,Conwy,53.01031,-3.86566,1,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/cwm_penmachno-29837
Penmaen-bach,Wales,Conwy,53.2839,-3.8869,7,Granodiorite,,https://www.ukclimbing.com/logbook/crags/penmaen-bach-9959
Afon Las,Wales,Gwynedd,53.101,-4.0647,5,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/afon_las-29901
Cadair Idris - Penygadair,Wales,Gwynedd,52.6995,-3.90897,160,UNKNOWN,yes,https://www.ukclimbing.com/logbook/crags/cadair_idris_-_penygadair-13781
Carnedd Moel Siabod,Wales,Gwynedd,53.073,-3.934,20,Rhyolite,yes,https://www.ukclimbing.com/logbook/crags/carnedd_moel_siabod-1916
Carnedd Y Filiast (Cairn of the Greyhound Bitch),Wales,Gwynedd,53.1447,-4.0587,43,Gritstone,yes,https://www.ukclimbing.com/logbook/crags/carnedd_y_filiast_cairn_of_the_greyhound_bitch-499
Clip,Wales,Gwynedd,52.8744,-4.0021,28,Gritstone,,https://www.ukclimbing.com/logbook/crags/clip-19824
Clogwyn Du'r Arddu (Cloggy),Wales,Gwynedd,53.0788,-4.0909,217,Rhyolite,,https://www.ukclimbing.com/logbook/crags/clogwyn_dur_arddu_cloggy-457
Clogwyn y Ddysgl,Wales,Gwynedd,53.0775,-4.0678,74,Rhyolite,yes,https://www.ukclimbing.com/logbook/crags/clogwyn_y_ddysgl-696
Clogwyn y Garnedd,Wales,Gwynedd,53.07139,-4.07306,34,Welsh igneous,,https://www.ukclimbing.com/logbook/crags/clogwyn_y_garnedd-1346
Clogwyn y Tarw (The Gribin Facet),Wales,Gwynedd,53.116,-4.0171,132,Rhyolite,,https://www.ukclimbing.com/logbook/crags/clogwyn_y_tarw_the_gribin_facet-495
Craig Braich Ty Du (Pen yr Ole Wen),Wales,Gwynedd,53.1382,-4.01408,54,Rhyolite,yes,https://www.ukclimbing.com/logbook/crags/craig_braich_ty_du_pen_yr_ole_wen-525
Craig Cwm Du,Wales,Gwynedd,53.0728,-4.1839,19,Rhyolite,,https://www.ukclimbing.com/logbook/crags/craig_cwm_du-857
Craig Cwm Silyn,Wales,Gwynedd,53.02929,-4.20017,6,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/craig_cwm_silyn-13738
Craig Fawr,Wales,Gwynedd,53.0303,-4.2054,6,Rhyolite,,https://www.ukclimbing.com/logbook/crags/craig_fawr_gwynedd-3100
Craig Lloer,Wales,Gwynedd,53.13722,-4.00194,43,Rhyolite,,https://www.ukclimbing.com/logbook/crags/craig_lloer-526
Craig Llyn Llagi,Wales,Gwynedd,53.0152,-4.0089,2,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/craig_llyn_llagi-2284
Craig Y Cwmglas Bach,Wales,Gwynedd,53.1548,-4.0064,12,Shale,,https://www.ukclimbing.com/logbook/crags/craig_y_cwmglas_bach-524
Craig Yr Ysfa,Wales,Gwynedd,53.1544,-3.9544,82,Rhyolite,yes,https://www.ukclimbing.com/logbook/crags/craig_yr_ysfa-530
Craig y Bera,Wales,Gwynedd,53.0633,-4.1728,11,Welsh igneous,yes,https://www.ukclimbing.com/logbook/crags/craig_y_bera-2587
Craig yr Haul,Wales,Gwynedd,53.0984,-3.9784,19,Rhyolite,,https://www.ukclimbing.com/logbook/crags/craig_yr_haul-4011
Craig-Las [Tyrrau Mawr],Wales,Gwynedd,52.7021,-3.9652,1,Volcanic tuff,,https://www.ukclimbing.com/logbook/crags/craig-las-34002
Crib Goch,Wales,Gwynedd,53.07598,-4.0549,26,Rhyolite,yes,https://www.ukclimbing.com/logbook/crags/crib_goch-2032
Cwm Cneifion,Wales,Gwynedd,53.10753,-4.01945,38,Rhyolite,yes,https://www.ukclimbing.com/logbook/crags/cwm_cneifion-2157
Cwm Idwal [Idwal Slabs],Wales,Gwynedd,53.1099,-4.0254,140,Rhyolite,yes,https://www.ukclimbing.com/logbook/crags/cwm_idwal-496
Cwm Llan (Cwm Tregalen),Wales,Gwynedd,53.05868,-4.08071,11,Rhyolite,,https://www.ukclimbing.com/logbook/crags/cwm_llan_cwm_tregalen-23999
Devils Kitchen (Cwm Idwal) - (Clogwyn y Geifr),Wales,Gwynedd,53.1107,-4.036,92,Ice,,https://www.ukclimbing.com/logbook/crags/devils_kitchen_cwm_idwal_-_clogwyn_y_geifr-2323
Diffwys Ddu [Cyrn Las (Gyrn Las)],Wales,Gwynedd,53.0842,-4.0708,36,Rhyolite,,https://www.ukclimbing.com/logbook/crags/diffwys_ddu-695
Dinas Cromlech,Wales,Gwynedd,53.0917,-4.0489,95,Rhyolite,,https://www.ukclimbing.com/logbook/crags/dinas_cromlech-4
Dinas Mot,Wales,Gwynedd,53.08583,-4.05028,166,Rhyolite,,https://www.ukclimbing.com/logbook/crags/dinas_mot-699
Foel Goch 831m (Glyderau),Wales,Gwynedd,53.1303,-4.0513,24,UNKNOWN,yes,https://www.ukclimbing.com/logbook/crags/foel_goch_831m_glyderau-9534
Gallt Yr Ogof,Wales,Gwynedd,53.1164,-3.9531,84,Rhyolite,,https://www.ukclimbing.com/logbook/crags/gallt_yr_ogof_gwynedd-489
Garnedd Ugain,Wales,Gwynedd,53.07557,-4.07516,7,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/garnedd_ugain-14682
Glyder Fach,Wales,Gwynedd,53.1048,-4.0084,121,Rhyolite,yes,https://www.ukclimbing.com/logbook/crags/glyder_fach-494
Glyder Fawr,Wales,Gwynedd,53.1029,-4.028,58,Rhyolite,yes,https://www.ukclimbing.com/logbook/crags/glyder_fawr_gwynedd-497
Llech Ddu (Black Slab),Wales,Gwynedd,53.1525,-3.995,44,Rhyolite,yes,https://www.ukclimbing.com/logbook/crags/llech_ddu_black_slab-502
Llechau Mawr,Wales,Gwynedd,52.84379,-3.99546,50,Gritstone,,https://www.ukclimbing.com/logbook/crags/llechau_mawr-9844
Llechog,Wales,Gwynedd,53.08975,-4.08291,8,Rhyolite,,https://www.ukclimbing.com/logbook/crags/llechog-783
Moel Berfedd,Wales,Gwynedd,53.081,-4.01436,1,Rhyolite,,https://www.ukclimbing.com/logbook/crags/moel_berfedd-26437
Moel Hebog,Wales,Gwynedd,53.00033,-4.14004,2,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/moel_hebog-13735
Moel-ddu,Wales,Gwynedd,52.97616,-4.11692,16,Welsh igneous,,https://www.ukclimbing.com/logbook/crags/moel-ddu-2226
Mynydd Moel,Wales,Gwynedd,52.70574,-3.88518,4,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/mynydd_moel-14937
Nantlle,Wales,Gwynedd,53.0363,-4.1837,1,UNKNOWN,yes,https://www.ukclimbing.com/logbook/crags/nantlle-3151
Rhinog Fach,Wales,Gwynedd,52.8241,-3.9829,13,Greywacke,,https://www.ukclimbing.com/logbook/crags/rhinog_fach-4093
Rhinog Fawr,Wales,Gwynedd,52.84166,-3.99582,2,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/rhinog_fawr-16147
Rhinog Fawr South Faces,Wales,Gwynedd,52.8303,-4.006,100,Gritstone,,https://www.ukclimbing.com/logbook/crags/rhinog_fawr_south_faces-21090
Tryfan,Wales,Gwynedd,53.11495,-3.9976,170,Rhyolite,yes,https://www.ukclimbing.com/logbook/crags/tryfan-491
Tryfan Fach [Little Tryfan],Wales,Gwynedd,53.1214,-3.9877,30,Rhyolite,,https://www.ukclimbing.com/logbook/crags/tryfan_fach-490
Y Garn,Wales,Gwynedd,53.11563,-4.04738,20,UNKNOWN,yes,https://www.ukclimbing.com/logbook/crags/y_garn_gwynedd-2873
Y Garn (Gwynedd),Wales,Gwynedd,53.05141,-4.16315,7,Microgranite,,https://www.ukclimbing.com/logbook/crags/y_garn_gwynedd-9101
Y Gribin,Wales,Gwynedd,53.1051,-4.017,7,Rhyolite,yes,https://www.ukclimbing.com/logbook/crags/y_gribin-18789
Y Lliwedd,Wales,Gwynedd,53.05939,-4.05691,142,Rhyolite,yes,https://www.ukclimbing.com/logbook/crags/y_lliwedd-1214
Yr Wyddfa [Snowdon],Wales,Gwynedd,53.06845,-4.07604,13,UNKNOWN,yes,https://www.ukclimbing.com/logbook/crags/yr_wyddfa-4025
Waun Lefrith,Wales,Rhondda Cynon Taff,51.87857,-3.7475,2,UNKNOWN,,https://www.ukclimbing.com/logbook/crags/waun_lefrith-16161
